stopId,stopPublicId,name,coordinate,type,flag,stopAccessibilityMask,lines,directionPerLine,id
1052,1052,VALLEYMEDE DR / MEADOWCLIFFE AV,"{'lat': 43.85871, 'lon': -79.395589}",S,,0,"['082', '444', '445', '448']","['NORTHBOUND', 'MORNING', 'AFTERNOON', 'MORNING']",1052
1054,1054,VALLEYMEDE DR / 16TH AV,"{'lat': 43.860189, 'lon': -79.395887}",N,,1,"['082', '445', '448']","['NORTHBOUND', 'AFTERNOON', 'MORNING']",1054
1056,1056,SPADINA RD / BOAKE TRL,"{'lat': 43.863827, 'lon': -79.398737}",S,,1,"['082', '445', '448']","['NORTHBOUND', 'AFTERNOON', 'MORNING']",1056
1058,1058,SPADINA RD / LYTTON BLVD,"{'lat': 43.866207, 'lon': -79.40031}",S,,1,"['082', '445', '448']","['NORTHBOUND', 'AFTERNOON', 'MORNING']",1058
1060,1060,SPADINA RD / BROOKSHILL CRES,"{'lat': 43.86966, 'lon': -79.40094}",S,,1,"['082', '445', '448']","['NORTHBOUND', 'AFTERNOON', 'MORNING']",1060
1062,1062,SPADINA RD / WELDRICK RD,"{'lat': 43.871023, 'lon': -79.401671}",S,,1,"['082', '445', '448']","['NORTHBOUND', 'AFTERNOON', 'MORNING']",1062
5104,5104,SPADINA RD / CLARENDON DR,"{'lat': 43.87278, 'lon': -79.40352}",S,,1,"['082', '445', '448']","['NORTHBOUND', 'AFTERNOON', 'MORNING']",5104
1063,1063,SPADINA RD / STRATHEARN AV,"{'lat': 43.874286, 'lon': -79.404466}",S,,0,"['082', '445', '448']","['NORTHBOUND', 'AFTERNOON', 'MORNING']",1063
1065,1065,SPADINA RD / CRESCENTVIEW RD,"{'lat': 43.87612, 'lon': -79.40598}",S,,0,"['082', '445', '448']","['NORTHBOUND', 'AFTERNOON', 'MORNING']",1065
1154,1154,FOOD BASICS STOP # 1154,"{'lat': 43.877656, 'lon': -79.410404}",N,,1,"['082', '448']","['NORTHBOUND', 'MORNING']",1154
5106,5106,CASSATA AV / FRANK ENDEAN RD,"{'lat': 43.878537, 'lon': -79.407608}",S,,1,"['082', '082', '448', '448']","['NORTHBOUND', 'SOUTHBOUND', 'MORNING', 'AFTERNOON']",5106
1067,1067,FRANK ENDEAN RD / FARMSTEAD RD,"{'lat': 43.881204, 'lon': -79.408032}",S,,1,"['082', '448']","['NORTHBOUND', 'MORNING']",1067
1069,1069,FARMSTEAD RD / KIMONO CR,"{'lat': 43.88132, 'lon': -79.40606}",S,,1,['082'],['NORTHBOUND'],1069
1071,1071,FARMSTEAD RD / SHIRLEY DR,"{'lat': 43.881625, 'lon': -79.401875}",S,,1,['082'],['NORTHBOUND'],1071
1073,1073,SHIRLEY DR / BAYFIELD DR,"{'lat': 43.883507, 'lon': -79.402674}",S,,1,['082'],['NORTHBOUND'],1073
1075,1075,SHIRLEY DR / FUTURA AV,"{'lat': 43.885269, 'lon': -79.405608}",S,,1,['082'],['NORTHBOUND'],1075
1077,1077,SHIRLEY DR / REDSTONE RD,"{'lat': 43.887483, 'lon': -79.407597}",S,,1,['082'],['NORTHBOUND'],1077
1079,1079,SHIRLEY DR / VENTURE AV,"{'lat': 43.889918, 'lon': -79.408924}",S,,1,['082'],['NORTHBOUND'],1079
1081,1081,SHIRLEY DR / ROMANCE DR,"{'lat': 43.891862, 'lon': -79.412219}",S,,0,['082'],['NORTHBOUND'],1081
1083,1083,SHIRLEY DR / ELGIN MILLS RD,"{'lat': 43.894178, 'lon': -79.412762}",S,,0,['082'],['NORTHBOUND'],1083
15348,5831,LESLIE ST STOP # 5831,"{'lat': 43.90054, 'lon': -79.396114}",S,,1,"['082', '083A', '449', '452']","['NORTHBOUND', 'NORTHBOUND', 'MORNING', 'MORNING']",5831
4630,4630,RICHMOND GREEN S.S. STOP # 4630,"{'lat': 43.902467, 'lon': -79.398484}",N,,1,"['082', '083A', '083A', '449', '449', '452', '452']","['NORTHBOUND', 'NORTHBOUND', 'SOUTHBOUND', 'MORNING', 'AFTERNOON', 'MORNING', 'AFTERNOON']",4630
17333,7114,LESLIE ST STOP #7114,"{'lat': 43.900932, 'lon': -79.396565}",S,,1,"['082', '083A', '090', '090', '449', '452']","['NORTHBOUND', 'SOUTHBOUND', 'NORTHBOUND', 'SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",7114
4931,4931,LESLIE ST / ELGIN MILLS RD,"{'lat': 43.898855, 'lon': -79.396041}",S,,1,"['082', '083A', '090', '449']","['NORTHBOUND', 'SOUTHBOUND', 'SOUTHBOUND', 'AFTERNOON']",4931
5158,5158,REDSTONE RD / ALVARADO AV,"{'lat': 43.896524, 'lon': -79.400725}",N,,1,"['082', '082', '083A']","['NORTHBOUND', 'SOUTHBOUND', 'SOUTHBOUND']",5158
5160,5160,REDSTONE RD / PRIMONT DR,"{'lat': 43.894752, 'lon': -79.400286}",S,,1,"['082', '083A']","['SOUTHBOUND', 'SOUTHBOUND']",5160
5290,5290,REDSTONE RD / TOPOROWSKI AV,"{'lat': 43.89306, 'lon': -79.40039}",S,,1,"['082', '083A']","['SOUTHBOUND', 'SOUTHBOUND']",5290
5291,5291,REDSTONE RD / PRINCETON AV,"{'lat': 43.889652, 'lon': -79.400388}",S,,1,"['082', '083A']","['SOUTHBOUND', 'SOUTHBOUND']",5291
2737,2737,REDSTONE RD / MONACO CRES,"{'lat': 43.887843, 'lon': -79.403824}",S,,1,"['082', '083A']","['SOUTHBOUND', 'SOUTHBOUND']",2737
2738,2738,REDSTONE RD / SHIRLEY DR,"{'lat': 43.887709, 'lon': -79.407531}",S,,0,"['082', '083A']","['SOUTHBOUND', 'SOUTHBOUND']",2738
1109,1109,SHIRLEY DR / WAYSIDE AV,"{'lat': 43.885052, 'lon': -79.405279}",S,,1,['082'],['SOUTHBOUND'],1109
1112,1112,SHIRLEY DR / BAYFIELD DR,"{'lat': 43.883652, 'lon': -79.402931}",S,,1,['082'],['SOUTHBOUND'],1112
1114,1114,FARMSTEAD RD / SHIRLEY DR,"{'lat': 43.881646, 'lon': -79.402256}",S,,1,['082'],['SOUTHBOUND'],1114
1116,1116,FARMSTEAD RD / SHELL CRT,"{'lat': 43.881298, 'lon': -79.404775}",S,,1,['082'],['SOUTHBOUND'],1116
1118,1118,FARMSTEAD RD / FRANK ENDEAN RD,"{'lat': 43.881372, 'lon': -79.407927}",S,,1,['082'],['SOUTHBOUND'],1118
1136,1136,FRANK ENDEAN RD / CASSATA AV,"{'lat': 43.87882, 'lon': -79.407255}",S,,1,"['082', '448']","['SOUTHBOUND', 'AFTERNOON']",1136
1138,1138,FRANK ENDEAN RD / MAJOR MACKENZIE D,"{'lat': 43.877228, 'lon': -79.406692}",S,,1,"['082', '082', '448', '448']","['SOUTHBOUND', 'SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1138
1152,1152,FOOD BASICS STOP # 1152,"{'lat': 43.877827, 'lon': -79.410471}",N,,1,"['082', '448']","['SOUTHBOUND', 'AFTERNOON']",1152
1140,1140,SPADINA RD / STRATHEARN AV,"{'lat': 43.874521, 'lon': -79.404697}",S,,1,"['082', '448']","['SOUTHBOUND', 'AFTERNOON']",1140
1142,1142,SPADINA RD / WELDRICK RD,"{'lat': 43.871358, 'lon': -79.402128}",S,,1,"['082', '448']","['SOUTHBOUND', 'AFTERNOON']",1142
1144,1144,SPADINA RD / BROOKSHILL CRES,"{'lat': 43.869392, 'lon': -79.401045}",S,,1,"['082', '448']","['SOUTHBOUND', 'AFTERNOON']",1144
1146,1146,SPADINA RD / MARLBOROUGH ST,"{'lat': 43.866438, 'lon': -79.400527}",S,,1,"['082', '448']","['SOUTHBOUND', 'AFTERNOON']",1146
1148,1148,SPADINA RD / BOAKE TRL,"{'lat': 43.863944, 'lon': -79.399034}",S,,1,"['082', '448']","['SOUTHBOUND', 'AFTERNOON']",1148
1150,1150,SPADINA RD / 16TH AV,"{'lat': 43.860519, 'lon': -79.396246}",N,,1,"['082', '448']","['SOUTHBOUND', 'AFTERNOON']",1150
1156,1156,VALLEYMEDE DR / HORIZON CRT,"{'lat': 43.858952, 'lon': -79.395704}",S,,1,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1156
1158,1158,VALLEYMEDE DR STOP # 1158,"{'lat': 43.857362, 'lon': -79.398645}",S,,0,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1158
1160,1160,VALLEYMEDE DR / STRATHEARN AV,"{'lat': 43.856403, 'lon': -79.401239}",S,,1,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1160
1162,1162,VALLEYMEDE DR / EMMANUEL DR,"{'lat': 43.854963, 'lon': -79.401484}",S,,0,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1162
1164,1164,VALLEYMEDE DR / BLACKMORE AV,"{'lat': 43.853404, 'lon': -79.401592}",S,,1,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1164
1166,1166,VALLEYMEDE DR / BRIGGS AV,"{'lat': 43.849848, 'lon': -79.401193}",S,,1,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1166
1168,1168,VALLEYMEDE DR / QUEENS COLLEGE DR,"{'lat': 43.847745, 'lon': -79.400187}",S,,1,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1168
1170,1170,VALLEYMEDE DR / CHALMERS RD,"{'lat': 43.8458, 'lon': -79.399216}",S,,0,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1170
1172,1172,VALLEYMEDE DR / LEICESTER RD,"{'lat': 43.845397, 'lon': -79.396302}",S,,0,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1172
1174,1174,VALLEYMEDE DR / RED OAK DR,"{'lat': 43.845747, 'lon': -79.393373}",S,,0,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1174
1176,1176,VALLEYMEDE DR / LEICESTER RD,"{'lat': 43.844199, 'lon': -79.392381}",S,,0,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1176
1178,1178,VALLEYMEDE DR / HIGHWAY 7,"{'lat': 43.842615, 'lon': -79.392012}",N,,1,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1178
1180,1180,TIMES AV / GALLERIA PKWY,"{'lat': 43.840135, 'lon': -79.391904}",S,,0,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1180
1184,1184,SOUTH PARK RD / PARK COMMON BLVD,"{'lat': 43.838129, 'lon': -79.388262}",S,,1,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1184
1186,1186,SOUTH PARK RD / POND DR,"{'lat': 43.838841, 'lon': -79.386521}",S,,1,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1186
1020,1020,SOUTH PARK RD / COMMERCE VALLEY DR,"{'lat': 43.840137, 'lon': -79.383881}",S,,0,"['082', '444', '448']","['SOUTHBOUND', 'AFTERNOON', 'AFTERNOON']",1020
1192,1192,COMMERCE VALLEY DR / LESLIE ST,"{'lat': 43.83931, 'lon': -79.381316}",S,,1,"['082', '300']","['SOUTHBOUND', 'AFTERNOON']",1192
1194,1194,LESLIE ST STOP # 1194,"{'lat': 43.833875, 'lon': -79.379788}",N,,1,"['082', '090', '090B', '413']","['SOUTHBOUND', 'SOUTHBOUND', 'SOUTHBOUND', 'AFTERNOON']",1194
4454,4454,RICHMOND HILL CENTRE PLATFORM 6,"{'lat': 43.839813, 'lon': -79.42546}",N,,1,"['083', '083', '087', '087', '443', '443', '444', '471']","['NORTHBOUND', 'SOUTHBOUND', 'EASTBOUND', 'WESTBOUND', 'MORNING', 'AFTERNOON', 'MORNING', 'AFTERNOON']",4454
2802,2802,GARDEN AV / YONGE ST,"{'lat': 43.839232, 'lon': -79.430269}",S,,1,"['083', '087', '443', '444', '471']","['NORTHBOUND', 'WESTBOUND', 'AFTERNOON', 'MORNING', 'AFTERNOON']",2802
2803,2803,GARDEN AV / PEARSON AV,"{'lat': 43.837963, 'lon': -79.436214}",N,,1,"['083', '087', '443', '444', '471']","['NORTHBOUND', 'WESTBOUND', 'AFTERNOON', 'MORNING', 'AFTERNOON']",2803
5349,5349,PEARSON AV STOP # 5349,"{'lat': 43.83945, 'lon': -79.43694}",S,,1,"['083', '443', '444']","['NORTHBOUND', 'AFTERNOON', 'MORNING']",5349
2804,2804,PEARSON AV / ROOSEVELT DR,"{'lat': 43.840946, 'lon': -79.436835}",S,,1,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2804
2805,2805,PEARSON AV / WESTWOOD LANE,"{'lat': 43.842926, 'lon': -79.437352}",S,,0,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2805
2806,2806,PEARSON AV / SCOTT DR,"{'lat': 43.844814, 'lon': -79.438092}",S,,1,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2806
2807,2807,PEARSON AV / EDGAR AV,"{'lat': 43.84692, 'lon': -79.438091}",S,,0,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2807
2808,2808,EDGAR AV STOP # 2808,"{'lat': 43.84663, 'lon': -79.440083}",S,,1,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2808
2809,2809,EDGAR AV / AVENUE RD,"{'lat': 43.845938, 'lon': -79.443551}",S,,1,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2809
2810,2810,AVENUE RD / OAK AV,"{'lat': 43.847395, 'lon': -79.444146}",S,,1,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2810
2157,2157,AVENUE RD / CARRVILLE RD,"{'lat': 43.850283, 'lon': -79.445317}",S,,1,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2157
2158,2158,AVENUE RD / SPRINGHEAD GDNS,"{'lat': 43.852316, 'lon': -79.445604}",S,,1,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2158
2154,2154,SPRINGHEAD GDNS / PLAISANCE RD,"{'lat': 43.852971, 'lon': -79.440679}",S,,1,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2154
5726,5726,SPRINGHEAD GRDNS / DENAVA GATE,"{'lat': 43.854824, 'lon': -79.438975}",S,,0,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",5726
2151,2151,SPRINGHEAD GDNS / BAIF BLVD,"{'lat': 43.857064, 'lon': -79.439376}",N,,1,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2151
2145,2145,SPRINGHEAD GDNS / WELDRICK RD,"{'lat': 43.858848, 'lon': -79.440563}",S,,0,"['083', '083A', '443']","['NORTHBOUND', 'NORTHBOUND', 'AFTERNOON']",2145
2163,2163,WELDRICK RD / KERSEY CRES,"{'lat': 43.858199, 'lon': -79.444738}",S,,1,"['083', '083A', '443']","['NORTHBOUND', 'NORTHBOUND', 'AFTERNOON']",2163
2811,2811,KERSEY CRES / YONGEHURST RD,"{'lat': 43.860459, 'lon': -79.445533}",S,,0,"['083', '083A', '443']","['NORTHBOUND', 'NORTHBOUND', 'AFTERNOON']",2811
2812,2812,KERSEY CRES / MAY AV,"{'lat': 43.86243, 'lon': -79.446245}",S,,0,"['083', '083A', '443']","['NORTHBOUND', 'NORTHBOUND', 'AFTERNOON']",2812
2813,2813,KERSEY CRES / DON HEAD VILLAGE BLVD,"{'lat': 43.864496, 'lon': -79.446993}",S,,0,"['083', '083A', '443']","['NORTHBOUND', 'NORTHBOUND', 'AFTERNOON']",2813
2814,2814,KERSEY CRES / HARDING BLVD,"{'lat': 43.86715, 'lon': -79.445548}",S,,0,"['083', '083A', '443']","['NORTHBOUND', 'NORTHBOUND', 'AFTERNOON']",2814
2816,2816,TRENCH ST / MAJOR MACKENZIE DR,"{'lat': 43.869988, 'lon': -79.449247}",S,,1,"['083', '083A', '443']","['NORTHBOUND', 'NORTHBOUND', 'AFTERNOON']",2816
2817,2817,TRENCH ST / RICHMOND ST,"{'lat': 43.873738, 'lon': -79.45066}",S,,1,"['083', '083A', '443']","['NORTHBOUND', 'NORTHBOUND', 'AFTERNOON']",2817
2818,2818,TRENCH ST / MILL ST,"{'lat': 43.875799, 'lon': -79.45123}",S,,0,"['083', '083A', '443']","['NORTHBOUND', 'NORTHBOUND', 'AFTERNOON']",2818
2756,2756,MILL ST / SUGAR MAPLE LANE,"{'lat': 43.875387, 'lon': -79.454363}",S,,0,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",2756
2757,2757,MILL ST / SUGAR MAPLE LANE,"{'lat': 43.874972, 'lon': -79.456274}",S,,0,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",2757
2758,2758,MILL ST / ELLERY DR,"{'lat': 43.874171, 'lon': -79.460058}",N,,0,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",2758
4330,4330,ELLERY DR / WILLETT CRES,"{'lat': 43.875901, 'lon': -79.460349}",S,,1,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",4330
4340,4340,ELLERY DR / WHITE LODGE CRES,"{'lat': 43.877568, 'lon': -79.461911}",S,,1,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",4340
4351,4351,REGENT ST / THEOBALDS CIR,"{'lat': 43.878953, 'lon': -79.462097}",S,,1,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",4351
4338,4338,REGENT ST / BRIDEWELL CRES,"{'lat': 43.880494, 'lon': -79.459067}",S,,1,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",4338
4337,4337,REGENT ST / ELLSWORTH AV,"{'lat': 43.880906, 'lon': -79.456888}",S,,1,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",4337
4336,4336,REGENT ST / FALKLAND PL,"{'lat': 43.880399, 'lon': -79.453652}",S,,1,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",4336
4335,4335,REGENT ST / OATLANDS CRES,"{'lat': 43.881129, 'lon': -79.450985}",S,,0,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",4335
4334,4334,REGENT ST / OXFORD ST,"{'lat': 43.88466, 'lon': -79.451475}",S,,1,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",4334
4333,4333,REGENT ST / ELGIN MILLS RD,"{'lat': 43.886842, 'lon': -79.452059}",S,,1,"['083', '440', '443']","['NORTHBOUND', 'MORNING', 'AFTERNOON']",4333
16248,6384,SHAFTSBURY AV / CANYON HILL AV,"{'lat': 43.89149, 'lon': -79.454094}",N,,1,['083'],['NORTHBOUND'],6384
2764,2764,BATHURST ST / SHAFTSBURY AV,"{'lat': 43.893874, 'lon': -79.469466}",N,,1,"['083', '088', '440', '443', '446']","['NORTHBOUND', 'NORTHBOUND', 'MORNING', 'AFTERNOON', 'MORNING']",2764
4935,4935,SHAFTSBURY AV / PAINTED ROCK AV,"{'lat': 43.895251, 'lon': -79.466186}",S,,1,"['083', '443', '446', '446', '447', '450']","['NORTHBOUND', 'AFTERNOON', 'MORNING', 'AFTERNOON', 'AFTERNOON', 'MORNING']",4935
2766,2766,SHAFTSBURY AV / OWL RIDGE DR,"{'lat': 43.896075, 'lon': -79.462229}",S,,1,"['083', '443', '447']","['NORTHBOUND', 'AFTERNOON', 'AFTERNOON']",2766
2767,2767,SHAFTSBURY AV / BROOKSIDE RD,"{'lat': 43.895321, 'lon': -79.457803}",S,,0,"['083', '443', '447']","['NORTHBOUND', 'AFTERNOON', 'AFTERNOON']",2767
2768,2768,SHAFTSBURY AV / BUCKHORN AV,"{'lat': 43.893368, 'lon': -79.455697}",S,,1,"['083', '443', '447']","['NORTHBOUND', 'AFTERNOON', 'AFTERNOON']",2768
2769,2769,SHAFTSBURY AV / CANYON HILL AV,"{'lat': 43.891684, 'lon': -79.454339}",N,,1,"['083', '443', '447']","['NORTHBOUND', 'AFTERNOON', 'AFTERNOON']",2769
2770,2770,CANYON HILL AV / PALOMINO DR,"{'lat': 43.892868, 'lon': -79.448027}",S,,1,"['083', '443']","['NORTHBOUND', 'AFTERNOON']",2770
2771,2771,CANYON HILL AV / LEYBURN AV,"{'lat': 43.893705, 'lon': -79.445538}",S,,1,"['083', '443', '447']","['NORTHBOUND', 'AFTERNOON', 'AFTERNOON']",2771
2772,2772,CANYON HILL AV / YONGE ST,"{'lat': 43.894677, 'lon': -79.443054}",S,,1,"['083', '443', '447']","['NORTHBOUND', 'AFTERNOON', 'AFTERNOON']",2772
4199,4199,BERNARD AV / YONGE ST,"{'lat': 43.894956, 'lon': -79.441694}",N,,1,"['083', '083', '443', '443', '447', '448']","['NORTHBOUND', 'SOUTHBOUND', 'MORNING', 'AFTERNOON', 'AFTERNOON', 'MORNING']",4199
16383,6411,YORKLAND ST / BERNARD AV,"{'lat': 43.899319, 'lon': -79.4393}",S,,1,"['083', '086', '448']","['NORTHBOUND', 'NORTHBOUND', 'MORNING']",6411
4603,4603,SILVERWOOD AV / YORKLAND ST,"{'lat': 43.899402, 'lon': -79.440335}",S,,1,"['083', '443']","['SOUTHBOUND', 'MORNING']",4603
4604,4604,SILVERWOOD AV STOP # 4604,"{'lat': 43.899041, 'lon': -79.441911}",S,,1,"['083', '443']","['SOUTHBOUND', 'MORNING']",4604
16820,6741,YONGE ST / CANYON HILL AV,"{'lat': 43.895054, 'lon': -79.44295}",S,,1,"['083', '098|099', '443']","['SOUTHBOUND', 'SOUTHBOUND', 'MORNING']",6741
2689,2689,CANYON HILL AV / LEYBURN AV,"{'lat': 43.893989, 'lon': -79.445329}",S,,1,"['083', '443', '447']","['SOUTHBOUND', 'MORNING', 'MORNING']",2689
2690,2690,CANYON HILL AV / PALOMINO DR,"{'lat': 43.892878, 'lon': -79.448492}",S,,1,"['083', '443', '447']","['SOUTHBOUND', 'MORNING', 'MORNING']",2690
2691,2691,CANYON HILL AV / SHAFTSBURY AV,"{'lat': 43.891661, 'lon': -79.45406}",N,,1,"['083', '443', '447']","['SOUTHBOUND', 'MORNING', 'MORNING']",2691
16482,6477,SHAFTSBURY AV / ELGIN MILLS RD,"{'lat': 43.887493, 'lon': -79.452415}",S,,1,['083'],['SOUTHBOUND'],6477
2692,2692,SHAFTSBURY AV / BUCKHORN AV,"{'lat': 43.89333, 'lon': -79.455428}",S,,1,"['083', '443', '447']","['SOUTHBOUND', 'MORNING', 'MORNING']",2692
2693,2693,SHAFTSBURY AV / BROOKSIDE RD,"{'lat': 43.895149, 'lon': -79.457429}",S,,1,"['083', '443', '447']","['SOUTHBOUND', 'MORNING', 'MORNING']",2693
2694,2694,SHAFTSBURY AV / OWL RIDGE DR,"{'lat': 43.896238, 'lon': -79.461778}",S,,1,"['083', '443', '447']","['SOUTHBOUND', 'MORNING', 'MORNING']",2694
5038,5038,SHAFTSBURY AV / PAINTED ROCK AV,"{'lat': 43.895388, 'lon': -79.466174}",S,,1,"['083', '443', '447', '450']","['SOUTHBOUND', 'MORNING', 'MORNING', 'AFTERNOON']",5038
4349,4349,REGENT ST / OXFORD ST,"{'lat': 43.88496, 'lon': -79.451736}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",4349
4348,4348,REGENT ST / OATLANDS CRES,"{'lat': 43.881431, 'lon': -79.450972}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",4348
4347,4347,REGENT ST / GATCOMBE CIR,"{'lat': 43.880639, 'lon': -79.45457}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",4347
4346,4346,REGENT ST / ELLSWORTH AV,"{'lat': 43.88098, 'lon': -79.456523}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",4346
4345,4345,REGENT ST / BRIDEWELL CRES,"{'lat': 43.880694, 'lon': -79.458798}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",4345
4344,4344,REGENT ST / BAYNARDS LANE,"{'lat': 43.879029, 'lon': -79.462375}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",4344
4343,4343,ELLERY DR / WHITE LODGE CRES,"{'lat': 43.877554, 'lon': -79.462131}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",4343
4342,4342,ELLERY DR / HIGHGROVE CRES,"{'lat': 43.876119, 'lon': -79.460569}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",4342
2703,2703,MILL ST / NEIGHBOURLY LANE,"{'lat': 43.874179, 'lon': -79.459573}",N,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",2703
2704,2704,MILL ST / SUGAR MAPLE LANE,"{'lat': 43.874836, 'lon': -79.456629}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",2704
2705,2705,MILL ST / LEISURE LANE,"{'lat': 43.875247, 'lon': -79.454703}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",2705
2706,2706,MILL ST / TRENCH ST,"{'lat': 43.875865, 'lon': -79.451593}",S,,1,"['083', '440', '443']","['SOUTHBOUND', 'AFTERNOON', 'MORNING']",2706
2773,2773,TRENCH ST / RICHMOND ST,"{'lat': 43.874279, 'lon': -79.450897}",S,,1,"['083', '083A', '443']","['SOUTHBOUND', 'SOUTHBOUND', 'MORNING']",2773
4417,5987,TRENCH ST STOP # 5987,"{'lat': 43.869987, 'lon': -79.449496}",S,,1,"['083', '083A', '443']","['SOUTHBOUND', 'SOUTHBOUND', 'MORNING']",5987
2774,2774,TRENCH ST / MAJOR MACKENZIE DR,"{'lat': 43.86894, 'lon': -79.44905}",N,,1,"['083', '083A', '443']","['SOUTHBOUND', 'SOUTHBOUND', 'MORNING']",2774
2780,2780,KERSEY CRES / DON HEAD VILLAGE BLVD,"{'lat': 43.86483, 'lon': -79.447055}",S,,0,"['083', '083A', '443']","['SOUTHBOUND', 'SOUTHBOUND', 'MORNING']",2780
2781,2781,KERSEY CRES / MAY AV,"{'lat': 43.862705, 'lon': -79.446477}",S,,0,"['083', '083A', '443']","['SOUTHBOUND', 'SOUTHBOUND', 'MORNING']",2781
2782,2782,KERSEY CRES / YONGEHURST RD,"{'lat': 43.860887, 'lon': -79.445821}",S,,1,"['083', '083A', '443']","['SOUTHBOUND', 'SOUTHBOUND', 'MORNING']",2782
2783,2783,KERSEY CRES / WELDRICK RD,"{'lat': 43.858318, 'lon': -79.445164}",S,,1,"['083', '083A', '443']","['SOUTHBOUND', 'SOUTHBOUND', 'MORNING']",2783
2162,2162,WELDRICK RD / SPRINGHEAD GDNS,"{'lat': 43.858897, 'lon': -79.440848}",S,,1,"['083', '083A', '443']","['SOUTHBOUND', 'SOUTHBOUND', 'MORNING']",2162
2153,2153,SPRINGHEAD GDNS / BAIF BLVD,"{'lat': 43.857251, 'lon': -79.439657}",S,,1,"['083', '083A', '443']","['SOUTHBOUND', 'SOUTHBOUND', 'MORNING']",2153
16665,6633,SPRINGHEAD GDNS / RATHFON CRES,"{'lat': 43.855631, 'lon': -79.438977}",N,,1,"['083', '443']","['SOUTHBOUND', 'MORNING']",6633
2155,2155,SPRINGHEAD GDNS / PLAISANCE RD,"{'lat': 43.853094, 'lon': -79.440445}",S,,1,"['083', '443']","['SOUTHBOUND', 'MORNING']",2155
