stopId,stopPublicId,name,coordinate,type,flag,stopAccessibilityMask,lines,directionPerLine,id
4453,4453,RICHMOND HILL CENTRE PLATFORM 5,"{'lat': 43.839817, 'lon': -79.425239}",N,,1,"['001', '001', '360', '360']","['EASTBOUND', 'WESTBOUND', 'NORTHBOUND', 'SOUTHBOUND']",4453
2351,2351,YONGE ST / HIGH TECH RD,"{'lat': 43.841201, 'lon': -79.429968}",S,,1,"['001', '098|099', '099']","['EASTBOUND', 'NORTHBOUND', 'NORTHBOUND']",2351
1029,1029,HIGH TECH RD / RED MAPLE RD,"{'lat': 43.841807, 'lon': -79.423364}",S,,1,['001'],['EASTBOUND'],1029
4255,4255,HIGH TECH RD / NAHANNI DR,"{'lat': 43.842451, 'lon': -79.420176}",S,,1,['001'],['EASTBOUND'],4255
4257,4257,HIGH TECH RD / FERRIS ST,"{'lat': 43.842623, 'lon': -79.416696}",S,,0,['001'],['EASTBOUND'],4257
4256,4256,HIGH TECH RD / SILVER LINDEN DR,"{'lat': 43.842757, 'lon': -79.415058}",S,,0,['001'],['EASTBOUND'],4256
4922,4922,HIGH TECH RD / FAR NIENTE ST,"{'lat': 43.843923, 'lon': -79.411367}",S,,1,"['001', '444']","['EASTBOUND', 'AFTERNOON']",4922
16664,6632,HIGH TECH RD / BAYVIEW AV,"{'lat': 43.844946, 'lon': -79.408165}",S,,1,['001'],['EASTBOUND'],6632
667,9724,HWY 7 / BAYVIEW,"{'lat': 43.840071, 'lon': -79.405542}",N,,1,"['001', '603', '603A']","['EASTBOUND', 'EASTBOUND', 'EASTBOUND']",9724
4161,4161,HIGHWAY 7 / SOUTH PARK RD,"{'lat': 43.840513, 'lon': -79.398532}",S,,1,['001'],['EASTBOUND'],4161
15870,6145,HIGHWAY 7 / SADDLE CREEK DR,"{'lat': 43.841219, 'lon': -79.39534}",S,,1,['001'],['EASTBOUND'],6145
16674,6636,HIGHWAY 7 / TIMES AV,"{'lat': 43.841994, 'lon': -79.392058}",S,,1,['001'],['EASTBOUND'],6636
4162,4162,HIGHWAY 7 / POND DR,"{'lat': 43.842582, 'lon': -79.3896}",S,,1,['001'],['EASTBOUND'],4162
16675,6637,HIGHWAY 7 / COMMERCE VALLEY DR WEST,"{'lat': 43.843161, 'lon': -79.386826}",S,,1,['001'],['EASTBOUND'],6637
16666,6634,HIGHWAY 7 / LESLIE ST,"{'lat': 43.84415, 'lon': -79.382711}",N,,1,"['001', '090B', '090B', '300']","['EASTBOUND', 'NORTHBOUND', 'SOUTHBOUND', 'MORNING']",6634
16676,6638,HIGHWAY 7 / COMMERCE VALLEY DR EAST,"{'lat': 43.845217, 'lon': -79.37832}",S,,1,"['001', '090B', '090B', '300']","['EASTBOUND', 'NORTHBOUND', 'SOUTHBOUND', 'MORNING']",6638
16886,6788,HIGHWAY 7 / ALLSTATE PKWY,"{'lat': 43.848339, 'lon': -79.364532}",S,,1,"['001', '300']","['EASTBOUND', 'MORNING']",6788
4163,4163,HIGHWAY 7 / COCHRANE DR,"{'lat': 43.848961, 'lon': -79.361786}",S,,1,"['001', '300']","['EASTBOUND', 'MORNING']",4163
3217,3217,COCHRANE DR / HIGHWAY 7,"{'lat': 43.84881, 'lon': -79.361105}",N,,1,"['001', '024']","['EASTBOUND', 'NORTHBOUND']",3217
16888,6790,HIGHWAY 7 / WOODBINE AV,"{'lat': 43.849538, 'lon': -79.35845}",N,,1,"['001', '300']","['EASTBOUND', 'MORNING']",6790
16890,6792,HIGHWAY 7 / MONTGOMERY CT,"{'lat': 43.850916, 'lon': -79.352661}",S,,1,"['001', '300']","['EASTBOUND', 'MORNING']",6792
4164,4164,HIGHWAY 7 / RODICK RD,"{'lat': 43.852215, 'lon': -79.346305}",S,,1,"['001', '300']","['EASTBOUND', 'MORNING']",4164
16500,6488,HIGHWAY 7 / TOWN CENTRE BLVD,"{'lat': 43.853825, 'lon': -79.339497}",S,,1,"['001', '300']","['EASTBOUND', 'MORNING']",6488
17468,9865,HIGHWAY 7 / WARDEN AV,"{'lat': 43.855795, 'lon': -79.332889}",N,,0,"['001', '603']","['EASTBOUND', 'EASTBOUND']",9865
4166,4166,HIGHWAY 7 / VERCLAIRE GATE,"{'lat': 43.856665, 'lon': -79.329443}",S,,1,['001'],['EASTBOUND'],4166
4167,4167,HIGHWAY 7 / VILLAGE PKWY,"{'lat': 43.857719, 'lon': -79.324775}",S,,1,"['001', '017A']","['EASTBOUND', 'SOUTHBOUND']",4167
17470,9867,HIGHWAY 7 / VILLAGE PKWY,"{'lat': 43.857991, 'lon': -79.323604}",S,,1,"['001', '603']","['EASTBOUND', 'EASTBOUND']",9867
17472,9869,HIGHWAY 7 / SCIBERRAS RD,"{'lat': 43.859959, 'lon': -79.315239}",S,,1,"['001', '603']","['EASTBOUND', 'EASTBOUND']",9869
17589,9884,HIGHWAY 7 / MAIN ST UNIONVILLE,"{'lat': 43.861433, 'lon': -79.30894}",S,,1,"['001', '603']","['EASTBOUND', 'EASTBOUND']",9884
17512,9861,HIGHWAY 7 / KENNEDY RD,"{'lat': 43.862761, 'lon': -79.302829}",N,,1,"['001', '603', '603A']","['EASTBOUND', 'EASTBOUND', 'EASTBOUND']",9861
4177,4177,HIGHWAY 7 / SWANSEA RD,"{'lat': 43.863806, 'lon': -79.298558}",S,,1,['001'],['EASTBOUND'],4177
765,9749,HWY 7 / BULLOCK,"{'lat': 43.865302, 'lon': -79.292103}",S,,1,"['001', '603', '603A']","['EASTBOUND', 'EASTBOUND', 'EASTBOUND']",9749
4178,4178,HIGHWAY 7 / MARKVILLE MALL,"{'lat': 43.866113, 'lon': -79.288545}",S,,1,['001'],['EASTBOUND'],4178
766,9751,HWY 7 / MCCOWAN,"{'lat': 43.867217, 'lon': -79.283868}",N,,1,"['001', '603', '603A']","['EASTBOUND', 'EASTBOUND', 'EASTBOUND']",9751
4179,4179,HIGHWAY 7 / CONSERVATION AV,"{'lat': 43.868842, 'lon': -79.277746}",S,,1,['001'],['EASTBOUND'],4179
4180,4180,HIGHWAY 7 / ROBINSON ST,"{'lat': 43.870105, 'lon': -79.272473}",S,,1,"['001', '522']","['EASTBOUND', 'EASTBOUND']",4180
4181,9833,HIGHWAY 7 / GALSWORTHY,"{'lat': 43.871371, 'lon': -79.267082}",S,,1,"['001', '522', '603', '603A']","['EASTBOUND', 'EASTBOUND', 'EASTBOUND', 'EASTBOUND']",9833
4182,4182,HIGHWAY 7 / MILNE LANE,"{'lat': 43.872027, 'lon': -79.264292}",S,,0,"['001', '522']","['EASTBOUND', 'EASTBOUND']",4182
9753,9753,HWY 7 / MAIN MARKHAM,"{'lat': 43.873945, 'lon': -79.259326}",N,,1,"['001', '603', '603A']","['EASTBOUND', 'EASTBOUND', 'EASTBOUND']",9753
4712,4712,HIGHWAY 7 / COSBURN RD,"{'lat': 43.874455, 'lon': -79.257238}",S,,1,"['001', '522']","['EASTBOUND', 'EASTBOUND']",4712
4719,4719,HIGHWAY 7 / CHRISTMAN CRT,"{'lat': 43.876169, 'lon': -79.250125}",S,,1,"['001', '522']","['EASTBOUND', 'EASTBOUND']",4719
9755,9755,HWY 7 / WOOTTEN,"{'lat': 43.87771, 'lon': -79.243483}",S,,1,"['001', '522', '603', '603A']","['EASTBOUND', 'EASTBOUND', 'EASTBOUND', 'EASTBOUND']",9755
4718,4718,HIGHWAY 7 STOP # 4718,"{'lat': 43.878932, 'lon': -79.238146}",S,,1,"['001', '522']","['EASTBOUND', 'EASTBOUND']",4718
4711,4711,NINTH LINE / ROSE WAY,"{'lat': 43.880494, 'lon': -79.235156}",S,,1,"['001', '009', '014', '016', '303', '401', '411', '522']","['EASTBOUND', 'NORTHBOUND', 'EASTBOUND', 'WESTBOUND', 'AFTERNOON', 'MORNING', 'MORNING', 'EASTBOUND']",4711
17688,7343,CORNELL BUS TERMINAL PLATFORM 11,"{'lat': 43.881109, 'lon': -79.23182}",S,,1,"['001', '009', '009']","['EASTBOUND', 'NORTHBOUND', 'SOUTHBOUND']",7343
16691,6652,NINTH LINE / CHURCH ST,"{'lat': 43.883962, 'lon': -79.235961}",S,,1,"['001', '009', '016', '303', '401', '522']","['EASTBOUND', 'NORTHBOUND', 'WESTBOUND', 'AFTERNOON', 'MORNING', 'WESTBOUND']",6652
5095,5095,CHURCH ST / BUTTERNUT LANE,"{'lat': 43.884453, 'lon': -79.23433}",S,,1,"['001', '016', '303', '401', '416', '417']","['EASTBOUND', 'WESTBOUND', 'AFTERNOON', 'MORNING', 'AFTERNOON', 'MORNING']",5095
5626,5626,CHURCH ST / BUR OAK AV,"{'lat': 43.885504, 'lon': -79.229955}",S,,1,"['001', '016', '303', '401', '416', '417', '522']","['EASTBOUND', 'WESTBOUND', 'AFTERNOON', 'MORNING', 'AFTERNOON', 'MORNING', 'WESTBOUND']",5626
16595,6575,BUR OAK AV STOP # 6575,"{'lat': 43.884952, 'lon': -79.229063}",S,,0,"['001', '018', '416']","['EASTBOUND', 'EASTBOUND', 'AFTERNOON']",6575
17745,7377,RUSTLE WOODS AV / CORNELL CENTRE BL,"{'lat': 43.883597, 'lon': -79.223503}",S,,1,['001'],['EASTBOUND'],7377
17825,7439,RUSTLE WOODS AV / WILLIAM FORSTER R,"{'lat': 43.884136, 'lon': -79.221315}",S,,0,['001'],['EASTBOUND'],7439
5915,5915,WILLIAM FORSTER RD /ARTHUR BONNER A,"{'lat': 43.882328, 'lon': -79.220416}",S,,1,"['001', '025']","['EASTBOUND', 'EASTBOUND']",5915
16918,6813,HIGHWAY 7 / DONALD COUSENS PKWY,"{'lat': 43.88235, 'lon': -79.214597}",S,,1,"['001', '002']","['EASTBOUND', 'WESTBOUND']",6813
16725,6677,COPPER CREEK DR / BERNBRIDGE RD,"{'lat': 43.869092, 'lon': -79.212785}",S,,1,"['001', '002', '014', '305', '305']","['EASTBOUND', 'WESTBOUND', 'EASTBOUND', 'MORNING', 'AFTERNOON']",6677
17613,7287,COPPER CREEK DR STOP # 7287,"{'lat': 43.869834, 'lon': -79.215888}",N,,1,"['001', '002', '014', '305', '305']","['EASTBOUND', 'WESTBOUND', 'EASTBOUND', 'MORNING', 'AFTERNOON']",7287
16651,6592,COPPER CREEK DR / RIZAL AV,"{'lat': 43.870852, 'lon': -79.220643}",S,,1,"['001', '002', '014', '305', '305']","['EASTBOUND', 'WESTBOUND', 'EASTBOUND', 'MORNING', 'AFTERNOON']",6592
16652,6593,COPPER CREEK DR / BOSWELL RD,"{'lat': 43.870037, 'lon': -79.224298}",S,,1,"['001', '002', '014', '305', '305']","['EASTBOUND', 'WESTBOUND', 'EASTBOUND', 'MORNING', 'AFTERNOON']",6593
16570,6554,COPPER CREEK DR STOP # 6554,"{'lat': 43.867323, 'lon': -79.228283}",S,,1,"['001', '002', '014', '305', '305']","['EASTBOUND', 'WESTBOUND', 'EASTBOUND', 'MORNING', 'AFTERNOON']",6554
16727,6678,COPPER CREEK DR / BOX GROVE BYPASS,"{'lat': 43.865536, 'lon': -79.229206}",S,,1,"['001', '002', '014']","['EASTBOUND', 'WESTBOUND', 'EASTBOUND']",6678
5480,5480,BOX GROVE BYPASS STOP # 5480,"{'lat': 43.865957, 'lon': -79.230636}",S,,1,"['001', '009', '401', '411', '416']","['EASTBOUND', 'NORTHBOUND', 'MORNING', 'MORNING', 'MORNING']",5480
5296,5296,NINTH LINE STOP # 5296,"{'lat': 43.868936, 'lon': -79.232671}",S,,1,"['001', '009', '014', '401', '411', '416']","['EASTBOUND', 'NORTHBOUND', 'EASTBOUND', 'MORNING', 'MORNING', 'MORNING']",5296
1546,1546,NINTH LINE / KENILWORTH GATE,"{'lat': 43.875474, 'lon': -79.23386}",S,,1,"['001', '009', '014', '303', '401', '411', '416']","['EASTBOUND', 'NORTHBOUND', 'EASTBOUND', 'AFTERNOON', 'MORNING', 'MORNING', 'MORNING']",1546
1548,1548,NINTH LINE / HIGHWAY 7,"{'lat': 43.878512, 'lon': -79.234601}",S,,1,"['001', '009', '014', '303', '401', '401', '411']","['EASTBOUND', 'NORTHBOUND', 'EASTBOUND', 'AFTERNOON', 'MORNING', 'MORNING', 'MORNING']",1548
5622,5622,HIGHWAY 7 / STONEY STANTON RD,"{'lat': 43.878971, 'lon': -79.229019}",S,,0,"['001', '002', '018', '025', '401', '402']","['EASTBOUND', 'WESTBOUND', 'WESTBOUND', 'WESTBOUND', 'MORNING', 'AFTERNOON']",5622
5624,5624,BUR OAK AV / HIGHWAY 7,"{'lat': 43.880425, 'lon': -79.225589}",S,,1,"['001', '018', '402', '416']","['EASTBOUND', 'WESTBOUND', 'MORNING', 'MORNING']",5624
16654,6594,BUR OAK AV STOP # 6594,"{'lat': 43.884372, 'lon': -79.227727}",S,,0,"['001', '018', '402', '416']","['EASTBOUND', 'WESTBOUND', 'MORNING', 'MORNING']",6594
5627,5627,CHURCH ST / BUR OAK AV,"{'lat': 43.885522, 'lon': -79.230203}",S,,1,"['001', '303', '401', '402', '416']","['EASTBOUND', 'MORNING', 'AFTERNOON', 'AFTERNOON', 'MORNING']",5627
5628,5628,CHURCH ST / MARKHAM STOUFFVILLE HOSPITAL,"{'lat': 43.884872, 'lon': -79.233171}",S,,1,"['001', '303', '401', '402', '416']","['EASTBOUND', 'MORNING', 'AFTERNOON', 'AFTERNOON', 'MORNING']",5628
1555,1555,CHURCH ST / BUTTERNUT LANE,"{'lat': 43.884572, 'lon': -79.234428}",S,,1,"['001', '303', '401', '402', '402', '416']","['EASTBOUND', 'MORNING', 'AFTERNOON', 'MORNING', 'AFTERNOON', 'MORNING']",1555
17686,7341,CORNELL BUS TERMINAL PLATFORM 9,"{'lat': 43.880698, 'lon': -79.231791}",N,,1,"['001', '001']","['EASTBOUND', 'WESTBOUND']",7341
15875,6155,NINTH LINE / HIGHWAY 7,"{'lat': 43.879252, 'lon': -79.235086}",S,,1,"['001', '009', '014', '303', '401', '402', '411']","['WESTBOUND', 'SOUTHBOUND', 'WESTBOUND', 'MORNING', 'AFTERNOON', 'MORNING', 'AFTERNOON']",6155
4697,4697,HIGHWAY 7 STOP # 4697,"{'lat': 43.878894, 'lon': -79.239105}",S,,1,['001'],['WESTBOUND'],4697
9756,9756,HWY 7 / WOOTTEN,"{'lat': 43.877991, 'lon': -79.243027}",S,,1,"['001', '603', '603A']","['WESTBOUND', 'WESTBOUND', 'WESTBOUND']",9756
4699,4699,HIGHWAY 7 / WIDEMAN ST,"{'lat': 43.876414, 'lon': -79.249734}",S,,1,['001'],['WESTBOUND'],4699
4700,4700,HIGHWAY 7 / ALBERT ST,"{'lat': 43.874718, 'lon': -79.257009}",S,,1,['001'],['WESTBOUND'],4700
9754,9754,HWY 7 / MAIN MARKHAM,"{'lat': 43.873906, 'lon': -79.260273}",N,,1,"['001', '522', '603', '603A']","['WESTBOUND', 'WESTBOUND', 'WESTBOUND', 'WESTBOUND']",9754
4701,4701,HIGHWAY 7 / WINDRIDGE DR,"{'lat': 43.872073, 'lon': -79.26482}",S,,1,"['001', '522']","['WESTBOUND', 'WESTBOUND']",4701
4702,9834,HIGHWAY 7 / GALSWORTHY DR,"{'lat': 43.871474, 'lon': -79.267589}",S,,1,"['001', '603', '603A']","['WESTBOUND', 'WESTBOUND', 'WESTBOUND']",9834
4703,4703,HIGHWAY 7 / ROBINSON ST,"{'lat': 43.870427, 'lon': -79.271936}",S,,1,"['001', '522']","['WESTBOUND', 'WESTBOUND']",4703
4704,4704,HIGHWAY 7 / LAIDLAW BLVD,"{'lat': 43.869189, 'lon': -79.27729}",S,,1,"['001', '522']","['WESTBOUND', 'WESTBOUND']",4704
676,9752,HWY 7 / MCCOWAN,"{'lat': 43.86708, 'lon': -79.285212}",N,,1,"['001', '603', '603A']","['WESTBOUND', 'WESTBOUND', 'WESTBOUND']",9752
4717,4717,HIGHWAY 7 / MARKVILLE MALL,"{'lat': 43.866433, 'lon': -79.288041}",S,,0,['001'],['WESTBOUND'],4717
675,9750,HWY 7 / BULLOCK,"{'lat': 43.865408, 'lon': -79.292544}",S,,1,"['001', '603', '603A']","['WESTBOUND', 'WESTBOUND', 'WESTBOUND']",9750
4394,4394,HIGHWAY 7 / SWANSEA RD,"{'lat': 43.864113, 'lon': -79.29815}",S,,1,['001'],['WESTBOUND'],4394
17513,9862,HIGHWAY 7 / KENNEDY RD,"{'lat': 43.862602, 'lon': -79.304799}",N,,1,"['001', '522', '603']","['WESTBOUND', 'EASTBOUND', 'WESTBOUND']",9862
17590,9885,HIGHWAY 7 / MAIN ST UNIONVILLE,"{'lat': 43.861588, 'lon': -79.30933}",S,,1,"['001', '522', '522', '603']","['WESTBOUND', 'EASTBOUND', 'WESTBOUND', 'WESTBOUND']",9885
17473,9870,HIGHWAY 7 / SCIBERRAS RD,"{'lat': 43.860383, 'lon': -79.314641}",S,,1,"['001', '603']","['WESTBOUND', 'WESTBOUND']",9870
17471,9868,HIGHWAY 7 / VILLAGE PKWY,"{'lat': 43.857823, 'lon': -79.325598}",S,,1,"['001', '603']","['WESTBOUND', 'WESTBOUND']",9868
4727,4727,HIGHWAY 7 / VERCLAIRE GATE,"{'lat': 43.85654, 'lon': -79.331026}",S,,0,['001'],['WESTBOUND'],4727
17469,9866,HIGHWAY 7 / WARDEN AV,"{'lat': 43.855718, 'lon': -79.334928}",S,,0,"['001', '603']","['WESTBOUND', 'WESTBOUND']",9866
1549,1549,HIGHWAY 7 / TOWN CENTRE BLVD,"{'lat': 43.854388, 'lon': -79.339009}",N,,1,"['001', '040', '405']","['WESTBOUND', 'RT40 UNIONVILLE', 'MORNING']",1549
4298,4298,HIGHWAY 7 / RODICK RD,"{'lat': 43.852697, 'lon': -79.345806}",S,,1,"['001', '300']","['WESTBOUND', 'AFTERNOON']",4298
16891,6793,HIGHWAY 7 / MONTGOMERY CT,"{'lat': 43.851326, 'lon': -79.351627}",S,,1,"['001', '300']","['WESTBOUND', 'AFTERNOON']",6793
16889,6791,HIGHWAY 7 / WOODBINE AV,"{'lat': 43.850185, 'lon': -79.357736}",N,,1,"['001', '300']","['WESTBOUND', 'AFTERNOON']",6791
4715,4715,HIGHWAY 7 / FRONTENAC DR,"{'lat': 43.849433, 'lon': -79.360991}",S,,1,"['001', '300']","['WESTBOUND', 'AFTERNOON']",4715
16887,6789,HIGHWAY 7 / ALLSTATE PKWY,"{'lat': 43.848691, 'lon': -79.364169}",S,,1,"['001', '300']","['WESTBOUND', 'AFTERNOON']",6789
16677,6639,HIGHWAY 7 / EAST BEAVER CREEK,"{'lat': 43.845621, 'lon': -79.377773}",S,,1,"['001', '300']","['WESTBOUND', 'AFTERNOON']",6639
16667,6635,HIGHWAY 7 / LESLIE ST,"{'lat': 43.844696, 'lon': -79.382009}",N,,1,"['001', '300']","['WESTBOUND', 'AFTERNOON']",6635
16678,6640,HIGHWAY 7 / WEST BEAVER CREEK RD,"{'lat': 43.84379, 'lon': -79.386052}",S,,1,['001'],['WESTBOUND'],6640
16679,6641,HIGHWAY 7 / VALLEYMEDE DR,"{'lat': 43.842433, 'lon': -79.39149}",S,,1,['001'],['WESTBOUND'],6641
15867,6146,HIGHWAY 7 / SADDLE CREEK DR,"{'lat': 43.841639, 'lon': -79.394947}",S,,1,['001'],['WESTBOUND'],6146
4299,4299,HIGHWAY 7 / CHALMERS RD,"{'lat': 43.840961, 'lon': -79.398037}",S,,1,['001'],['WESTBOUND'],4299
717,9725,HWY 7 / BAYVIEW,"{'lat': 43.84019, 'lon': -79.405394}",S,,1,"['001', '603', '603A']","['WESTBOUND', 'WESTBOUND', 'WESTBOUND']",9725
4920,4920,HIGH TECH RD / CAYMUS ST,"{'lat': 43.844984, 'lon': -79.409187}",S,,1,"['001', '408', '444']","['WESTBOUND', 'AFTERNOON', 'MORNING']",4920
4332,4332,HIGH TECH RD / FAR NIENTE ST,"{'lat': 43.844197, 'lon': -79.411308}",S,,1,"['001', '408', '444']","['WESTBOUND', 'AFTERNOON', 'MORNING']",4332
4669,4669,HIGH TECH RD / SILVER LINDEN DR,"{'lat': 43.843036, 'lon': -79.414573}",S,,1,"['001', '408', '444']","['WESTBOUND', 'AFTERNOON', 'MORNING']",4669
4361,4361,HIGH TECH RD / FERRIS ST,"{'lat': 43.842809, 'lon': -79.416281}",S,,0,"['001', '408']","['WESTBOUND', 'AFTERNOON']",4361
4339,4339,HIGH TECH RD / NAHANNI DR,"{'lat': 43.842683, 'lon': -79.41975}",S,,1,"['001', '408']","['WESTBOUND', 'AFTERNOON']",4339
5054,5054,RED MAPLE RD / HIGH TECH RD,"{'lat': 43.841393, 'lon': -79.422957}",S,,1,"['001', '086', '408', '444']","['WESTBOUND', 'SOUTHBOUND', 'AFTERNOON', 'MORNING']",5054
5299,5299,RED MAPLE RD STOP # 5299,"{'lat': 43.839908, 'lon': -79.421021}",S,,1,"['001', '086', '408', '444']","['WESTBOUND', 'SOUTHBOUND', 'AFTERNOON', 'MORNING']",5299
2332,2332,FINCH GO BUS TERMINAL PLATFORM 12,"{'lat': 43.782573, 'lon': -79.415666}",N,,1,"['002', '002', '303', '305']","['EASTBOUND', 'WESTBOUND', 'AFTERNOON', 'AFTERNOON']",2332
4915,4915,YONGE ST STOP # 4915,"{'lat': 43.78496, 'lon': -79.416698}",S,,1,"['002', '005', '023', '077', '088', '091', '098|099', '099', '360']","['EASTBOUND', 'WESTBOUND', 'NORTHBOUND', 'WESTBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND']",4915
2338,2338,YONGE ST / CUMMER AV,"{'lat': 43.787532, 'lon': -79.417335}",S,,1,"['002', '005', '023', '077', '088', '091', '098|099', '099', '360']","['EASTBOUND', 'WESTBOUND', 'NORTHBOUND', 'WESTBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND']",2338
5055,5055,YONGE ST / PATRICIA AV,"{'lat': 43.790138, 'lon': -79.417977}",S,,1,"['002', '005', '023', '077', '088', '091', '098|099', '099', '360']","['EASTBOUND', 'WESTBOUND', 'NORTHBOUND', 'WESTBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND']",5055
4916,4916,YONGE ST / CENTRE AV,"{'lat': 43.79149, 'lon': -79.418316}",S,,1,"['002', '005', '023', '077', '088', '091', '098|099', '099', '360']","['EASTBOUND', 'WESTBOUND', 'NORTHBOUND', 'WESTBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND']",4916
2339,2339,YONGE ST / OTONABEE AV,"{'lat': 43.794272, 'lon': -79.418994}",S,,1,"['002', '005', '023', '077', '088', '091', '098|099', '099', '360']","['EASTBOUND', 'WESTBOUND', 'NORTHBOUND', 'WESTBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND']",2339
827,9770,YONGE / STEELES,"{'lat': 43.798695, 'lon': -79.42011}",N,,1,"['002', '005', '077', '098|099', '099', '360', '601', '601B']","['EASTBOUND', 'WESTBOUND', 'WESTBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND']",9770
2340,2340,YONGE ST / DONCASTER AV,"{'lat': 43.801684, 'lon': -79.420878}",S,,1,"['002', '005', '077', '098|099', '099', '360']","['EASTBOUND', 'WESTBOUND', 'WESTBOUND', 'NORTHBOUND', 'NORTHBOUND', 'NORTHBOUND']",2340
1031,1031,DONCASTER AV STOP # 1031,"{'lat': 43.802629, 'lon': -79.417982}",S,,1,['002'],['EASTBOUND'],1031
1033,1033,DONCASTER AV STOP # 1033,"{'lat': 43.804078, 'lon': -79.415599}",S,,1,['002'],['EASTBOUND'],1033
1035,1035,DONCASTER AV STOP # 1035,"{'lat': 43.804592, 'lon': -79.413948}",S,,1,['002'],['EASTBOUND'],1035
1037,1037,DONCASTER AV STOP # 1037,"{'lat': 43.805334, 'lon': -79.411505}",S,,1,['002'],['EASTBOUND'],1037
1039,1039,DONCASTER AV / HENDERSON AV,"{'lat': 43.806107, 'lon': -79.409164}",S,,1,['002'],['EASTBOUND'],1039
1041,1041,HENDERSON AV / PROCTOR AV,"{'lat': 43.807414, 'lon': -79.409195}",S,,1,['002'],['EASTBOUND'],1041
1043,1043,HENDERSON AV / CLARK AV,"{'lat': 43.809711, 'lon': -79.41017}",S,,1,['002'],['EASTBOUND'],1043
5873,5873,HENDERSON AV / CERSWELL AV,"{'lat': 43.811474, 'lon': -79.410569}",S,,0,['002'],['EASTBOUND'],5873
1045,1045,HENDERSON AV / ELGIN ST,"{'lat': 43.813968, 'lon': -79.410333}",S,,0,['002'],['EASTBOUND'],1045
1047,1047,HENDERSON AV / JOHN ST,"{'lat': 43.815862, 'lon': -79.411054}",S,,1,['002'],['EASTBOUND'],1047
1049,1049,JOHN ST / CANDICE GATE,"{'lat': 43.818127, 'lon': -79.403582}",S,,1,['002'],['EASTBOUND'],1049
1051,1051,JOHN ST / BAYVIEW AV,"{'lat': 43.818698, 'lon': -79.399974}",N,,0,"['002', '412', '413']","['EASTBOUND', 'AFTERNOON', 'AFTERNOON']",1051
1053,1053,JOHN ST / PORTERFIELD CRES,"{'lat': 43.819085, 'lon': -79.398076}",S,,1,"['002', '412', '413']","['EASTBOUND', 'AFTERNOON', 'AFTERNOON']",1053
1055,1055,JOHN ST STOP # 1055,"{'lat': 43.820053, 'lon': -79.392546}",S,,1,"['002', '412', '413']","['EASTBOUND', 'AFTERNOON', 'AFTERNOON']",1055
1057,1057,JOHN ST / AILEEN RD,"{'lat': 43.820321, 'lon': -79.388203}",S,,0,"['002', '412', '413']","['EASTBOUND', 'AFTERNOON', 'AFTERNOON']",1057
1059,1059,JOHN ST / BAYVIEW FAIRWAYS DR,"{'lat': 43.819883, 'lon': -79.384522}",S,,0,"['002', '412', '413']","['EASTBOUND', 'AFTERNOON', 'AFTERNOON']",1059
1061,1061,JOHN ST / DAWN HILL TRL,"{'lat': 43.820266, 'lon': -79.381479}",S,,1,"['002', '412', '413']","['EASTBOUND', 'AFTERNOON', 'AFTERNOON']",1061
1064,1064,JOHN ST / COTTONWOOD CRT,"{'lat': 43.820479, 'lon': -79.379687}",S,,1,"['002', '412', '413']","['EASTBOUND', 'AFTERNOON', 'AFTERNOON']",1064
1066,1066,JOHN ST / CHESTNUT GATE,"{'lat': 43.820718, 'lon': -79.377729}",S,,1,"['002', '412', '413']","['EASTBOUND', 'AFTERNOON', 'AFTERNOON']",1066
1068,1068,JOHN ST / ROCKINGHAM CRT,"{'lat': 43.82164, 'lon': -79.372834}",S,,1,"['002', '412', '413']","['EASTBOUND', 'AFTERNOON', 'AFTERNOON']",1068
1070,1070,JOHN ST / DON MILLS RD,"{'lat': 43.822161, 'lon': -79.370339}",S,,1,"['002', '412', '413']","['EASTBOUND', 'AFTERNOON', 'AFTERNOON']",1070
1072,1072,JOHN ST STOP # 1072,"{'lat': 43.82293, 'lon': -79.367144}",S,,1,['002'],['EASTBOUND'],1072
1074,1074,JOHN ST / STEELCASE RD,"{'lat': 43.824725, 'lon': -79.359188}",S,,1,['002'],['EASTBOUND'],1074
5189,5189,JOHN ST / NOLAN CRT,"{'lat': 43.825163, 'lon': -79.356782}",S,,0,['002'],['EASTBOUND'],5189
1076,1076,JOHN ST STOP # 1076,"{'lat': 43.825027, 'lon': -79.353485}",S,,1,['002'],['EASTBOUND'],1076
1078,1078,JOHN ST / WOODBINE AV,"{'lat': 43.825141, 'lon': -79.351947}",N,,1,['002'],['EASTBOUND'],1078
1080,1080,ESNA PARK DR STOP # 1080,"{'lat': 43.825845, 'lon': -79.348855}",S,,0,"['002', '014']","['EASTBOUND', 'EASTBOUND']",1080
