stopId,lon,tag,title,lat,directions,lines,directionPerLine,id
14617,-79.41106,14141,Bathurst Station,43.6660599,North,"['7', '307']","['North', 'North']",14617
092,-79.41223,3195,Bathurst St At Barton Ave,43.66802,North,['7'],['North'],092
219,-79.4130199,5400,Bathurst St At Wells St,43.6699999,North,"['7', '307']","['North', 'North']",219
128,-79.4142199,5475,Bathurst St At Dupont St,43.6730499,North,"['7', '307']","['North', 'North']",128
153,-79.4149899,1857,Bathurst St At Bridgman Ave,43.6749899,North,"['7', '307']","['North', 'North']",153
117,-79.41559,4858,Bathurst St At Davenport Rd,43.67651,North,"['7', '307']","['North', 'North']",117
180,-79.41685,6550,Bathurst St At Nina St,43.67972,North,"['7', '307']","['North', 'North']",180
9951,-79.41807,14801,Bathurst Street At St Clair Ave West,43.68275,North,"['7', '307']","['North', 'North']",9951
211,-79.41907,6335,Bathurst St At Tichester Rd,43.6852999,North,"['7', '307']","['North', 'North']",211
168,-79.4197,9464,Bathurst St At Lonsdale Rd,43.68686,North,"['7', '307']","['North', 'North']",168
101,-79.42169,5668,Bathurst St At Burton Rd,43.69177,North,"['7', '307']","['North', 'North']",101
132,-79.4230899,4889,Bathurst St At Elderwood Dr,43.6951599,North,"['7', '307']","['North', 'North']",132
087,-79.4241799,6297,Bathurst St At Ava Rd,43.6978499,North,"['7', '307']","['North', 'North']",087
130,-79.42547,6993,Bathurst St At Eglinton Ave West North Side,43.7014499,"North, South","['7', '33', '307']","['North', 'South', 'North']",130
214,-79.42573,9198,Bathurst St At Vesta Dr,43.7031499,"North, South","['7', '33', '307']","['North', 'South', 'North']",214
195,-79.42619,3099,Bathurst St At Roselawn Ave,43.7050599,North,"['7', '307']","['North', 'North']",195
098,-79.4268899,5979,Bathurst St At Briar Hill Ave,43.7077499,"North, West","['7', '14', '307']","['North', 'West', 'North']",098
171,-79.42753,4324,Bathurst St At Lytton Blvd,43.71038,"North, West","['7', '14', '307']","['North', 'West', 'North']",171
143,-79.42798,386,Bathurst St At Glencairn Ave,43.71225,North,"['7', '307']","['North', 'North']",143
145,-79.4284499,4934,Bathurst St At Glengrove Ave,43.7141099,North,"['7', '307']","['North', 'North']",145
197,-79.42883,7973,Bathurst St At Shelborne Ave,43.71584,North,"['7', '307']","['North', 'North']",197
102,-79.4292499,8831,Bathurst St At Caribou Rd,43.7175299,North,"['7', '307']","['North', 'North']",102
165,-79.42961,1320,Bathurst St At Lawrence Ave West,43.71911,North,"['7', '307']","['North', 'North']",165
124,-79.42998,5538,Bathurst St At Douglas Ave,43.7207099,North,"['7', '307']","['North', 'North']",124
224,-79.4303799,7605,Bathurst St At Woburn Ave,43.7224299,North,"['7', '307']","['North', 'North']",224
135,-79.4309,2493,Bathurst St At Fairlawn Ave,43.7246899,North,"['7', '307']","['North', 'North']",135
175,-79.4315,2005,Bathurst St At Melrose Ave,43.72724,North,"['7', '307']","['North', 'North']",175
094,-79.43202,9721,Bathurst St At Baycrest Ave,43.72952,North,"['7', '307']","['North', 'North']",094
091,-79.43241,4496,Bathurst St At Bannockburn Ave,43.73119,North,"['7', '307']","['North', 'North']",091
158,-79.43305,3942,Bathurst St At Joicey Blvd,43.73383,North,"['7', '307']","['North', 'North']",158
221,-79.43381,7994,Bathurst St At Wilson Ave,43.73719,North,"['7', '307']","['North', 'North']",221
220,-79.43413,1164,Bathurst St At Southbourne Ave,43.7383799,North,"['7', '160', '307']","['North', 'North', 'North']",220
15196,-79.43488,15024,Bathurst St At Invermay Ave,43.7414,North,"['7', '160', '307']","['North', 'North', 'North']",15196
188,-79.43556,3326,Bathurst St At Raeburn Ave,43.74416,North,"['7', '160', '307']","['North', 'North', 'North']",188
227,-79.43628,2817,Bathurst St At York Downs Dr,43.74707,North,"['7', '160', '307']","['North', 'North', 'North']",227
16095,-79.43673,24468,Bathurst St At Danby Ave,43.74881,North,"['7', '160', '307']","['North', 'North', 'North']",16095
089,-79.43715,6400,Bathurst St At Raoul Wallenberg Rd,43.7506499,North,"['7', '160', '307']","['North', 'North', 'North']",089
174,-79.43784,1270,Bathurst St At McAllister Rd North Side,43.7535099,North,"['7', '160', '307']","['North', 'North', 'North']",174
199,-79.43823,6054,Bathurst St At Sheppard Ave West,43.7552099,North,"['7', '160', '307']","['North', 'North', 'North']",199
108,-79.43901,3605,Bathurst St At Codsell Ave,43.7583999,North,"['7', '160', '307']","['North', 'North', 'North']",108
226,-79.43996,9550,Opposite 4600 Bathurst St,43.7623299,North,"['7', '160', '307']","['North', 'North', 'North']",226
133,-79.44083,1262,Bathurst St At Ellerslie Ave North Side,43.7659099,North,"['7', '160', '307']","['North', 'North', 'North']",133
155,-79.4414999,7388,Bathurst St At Horsham Ave,43.7684499,North,"['7', '160', '307']","['North', 'North', 'North']",155
205,-79.44195,4932,Bathurst St At Stafford Rd,43.7703,North,"['7', '160', '307']","['North', 'North', 'North']",205
230,-79.44241,4216,Bathurst St At Yorkview Dr,43.77225,North,"['7', '160', '307']","['North', 'North', 'North']",230
136,-79.4427199,2035,Bathurst St At Finch Ave West,43.7736199,North,"['7', '160', '307']","['North', 'North', 'North']",136
085,-79.44327,8080,4979 Bathurst St,43.7756199,North,"['7', '160', '307']","['North', 'North', 'North']",085
15813,-79.44377,24202,Opposite 5720 Bathurst St,43.77736,North,"['7', '160', '307']","['North', 'North', 'North']",15813
125,-79.4446,1793,Bathurst St At Drewry Ave,43.78093,North,"['7', '160', '307']","['North', 'North', 'North']",125
184,-79.44541,1891,Bathurst St At Patricia Ave North Side,43.7841799,North,"['7', '160', '307']","['North', 'North', 'North']",184
122,-79.4458299,8137,Bathurst St At Dewlane Dr,43.7858599,North,"['7', '160', '307']","['North', 'North', 'North']",122
183,-79.44624,10065,6101 Bathurst St,43.78744,North,"['7', '160', '307']","['North', 'North', 'North']",183
1056,-79.44618,6034,Fisherville Rd At Bathurst St West Side,43.7902599,North,['7'],['North'],1056
761,-79.44745,9765,Carpenter Rd At Steeles Ave West,43.79187,North,['7'],['North'],761
1585,-79.4445599,837,Steeles Ave West At Bathurst St East Side,43.79256,"North, South","['7', '307']","['North', 'South']",1585
1617,-79.4407299,8853,Village Gate At Steeles Ave West,43.7925599,"North, South","['7', '307']","['North', 'South']",1617
1138,-79.4421299,2594,Greenwin Village Rd At Elise Ter (West),43.79176,"North, South","['7', '307']","['North', 'South']",1138
1139,-79.4429299,10223,Greenwin Village Rd At Regatta Cres,43.7911999,"North, South","['7', '307']","['North', 'South']",1139
1136,-79.44464,3223,Greenwin Village Rd At Bathurst St,43.7908599,South,"['7', '307']","['South', 'South']",1136
138,-79.4457999,3767,Bathurst St At Fisherville Rd,43.7902599,South,"['7', '160', '307']","['South', 'South', 'South']",138
086,-79.4466299,9214,6030 Bathurst St,43.78765,South,"['7', '160', '307']","['South', 'South', 'South']",086
194,-79.4462099,4813,Bathurst St At Rockford Rd,43.7859399,South,"['7', '160', '307']","['South', 'South', 'South']",194
105,-79.4455899,9758,Bathurst St At Cedarcroft Blvd South Side,43.78351,South,"['7', '160', '307']","['South', 'South', 'South']",105
123,-79.44504,8893,Bathurst St At Antibes Dr,43.78123,South,"['7', '160', '307']","['South', 'South', 'South']",123
15812,-79.4441599,24201,5720 Bathurst St,43.7776499,South,"['7', '160', '307']","['South', 'South', 'South']",15812
182,-79.4436599,5549,Opposite 4981 Bathurst St,43.7758399,South,"['7', '160', '307']","['South', 'South', 'South']",182
137,-79.44306,1945,Bathurst St At Finch Ave West South Side,43.7733899,South,"['7', '160', '307']","['South', 'South', 'South']",137
229,-79.44275,4610,Bathurst St At Yorkview Dr South Side,43.77231,South,"['7', '160', '307']","['South', 'South', 'South']",229
173,-79.4422899,5739,Bathurst St At Mascot Pl,43.7704799,South,"['7', '160', '307']","['South', 'South', 'South']",173
156,-79.4418599,1609,Bathurst St At Blue Flag Gate,43.7686499,South,"['7', '160', '307']","['South', 'South', 'South']",156
104,-79.4410999,2997,Bathurst St At Carscadden Dr,43.7655499,South,"['7', '160', '307']","['South', 'South', 'South']",104
225,-79.44037,6683,4600 Bathurst St,43.7626,South,"['7', '160', '307']","['South', 'South', 'South']",225
109,-79.4393899,6626,Bathurst St At Codsell Ave,43.7587199,South,"['7', '160', '307']","['South', 'South', 'South']",109
200,-79.43867,1019,Bathurst St At Sheppard Ave West,43.75564,South,"['7', '160', '307']","['South', 'South', 'South']",200
190,-79.43786,8677,Bathurst St At Reiner Rd,43.7526499,South,"['7', '160', '307']","['South', 'South', 'South']",190
090,-79.43747,7732,Bathurst St At Bainbridge Ave,43.75091,South,"['7', '160', '307']","['South', 'South', 'South']",090
116,-79.43706,7675,Bathurst St At Danby Ave,43.74918,South,"['7', '160', '307']","['South', 'South', 'South']",116
228,-79.4365899,5198,Bathurst St At York Downs Dr,43.7473599,South,"['7', '160', '307']","['South', 'South', 'South']",228
163,-79.4359,2341,Bathurst St At Laurelcrest Ave,43.74451,South,"['7', '160', '307']","['South', 'South', 'South']",163
170,-79.43548,1239,Bathurst St At Lyonsgate Dr,43.7429,South,"['7', '160', '307']","['South', 'South', 'South']",170
157,-79.4351699,7167,Bathurst St At Invermay Ave,43.7416199,South,"['7', '160', '307']","['South', 'South', 'South']",157
081,-79.4347599,1143,Bathurst St At Allingham Gardens South Side,43.7398999,South,"['7', '160', '307']","['South', 'South', 'South']",081
223,-79.4342299,2371,Bathurst St At Wilson Ave,43.73758,South,['7'],['South'],223
222,-79.43401,9234,Bathurst St At Wilson Ave South Side,43.7367799,South,"['7', '307']","['South', 'South']",222
172,-79.4333399,7920,Bathurst St At Marquette Ave,43.7341999,South,"['7', '307']","['South', 'South']",172
179,-79.4327199,3050,Bathurst St At Neptune Dr,43.7316199,South,"['7', '307']","['South', 'South']",179
095,-79.4322699,7601,Bathurst St At Baycrest Ave,43.7297099,South,"['7', '307']","['South', 'South']",095
189,-79.4316599,6166,Bathurst St At Ranee Ave,43.72707,South,"['7', '307']","['South', 'South']",189
185,-79.4310799,6265,Bathurst St At Prince Charles Dr South Side,43.72452,South,"['7', '307']","['South', 'South']",185
196,-79.4307499,7574,Bathurst St At Saranac Blvd,43.72316,South,"['7', '307']","['South', 'South']",196
112,-79.4303299,8320,Bathurst St At Covington Rd,43.72114,South,"['7', '307']","['South', 'South']",112
164,-79.42983,6281,Bathurst St At Lawrence Ave West South Side,43.7188299,South,"['7', '307']","['South', 'South']",164
119,-79.4294199,7267,Bathurst St At Dell Park Ave South Side,43.7173,South,"['7', '307']","['South', 'South']",119
198,-79.42913,8571,Bathurst St At Shelborne Ave,43.71613,South,"['7', '307']","['South', 'South']",198
146,-79.4287,5523,Bathurst St At Glengrove Ave,43.71435,South,"['7', '307']","['South', 'South']",146
144,-79.4282799,9795,Bathurst St At Glencairn Ave,43.71248,South,"['7', '307']","['South', 'South']",144
215,-79.4276899,10296,Bathurst St At Viewmount Ave South Side,43.7101099,"South, East","['7', '14', '307']","['South', 'East', 'South']",215
099,-79.4272099,4289,Bathurst St At Briar Hill Ave,43.70802,"South, East","['7', '14', '307']","['South', 'East', 'South']",099
134,-79.4265399,384,Bathurst St At Elm Ridge Dr,43.7054,South,"['7', '307']","['South', 'South']",134
192,-79.42601,3485,Bathurst St At Ridge Hill Dr,43.70345,South,"['7', '307']","['South', 'South']",192
131,-79.4256899,4298,Bathurst St At Eglinton Ave West,43.7011099,South,"['7', '307']","['South', 'South']",131
15457,-79.42445,15282,Bathurst St At Ava Rd,43.6980199,South,"['7', '307']","['South', 'South']",15457
216,-79.4233599,4530,Bathurst St At Warwick Ave,43.6953499,South,"['7', '307']","['South', 'South']",216
209,-79.4220099,3951,Bathurst St At Strathearn Rd,43.6920399,South,"['7', '307']","['South', 'South']",209
107,-79.4198199,9828,Bathurst St At Claxton Blvd South Side,43.6866299,South,"['7', '307']","['South', 'South']",107
210,-79.41918,2166,Bathurst St At Tichester Rd South Side,43.68509,South,"['7', '307']","['South', 'South']",210
204,-79.4184499,388,Bathurst St At St Clair Ave West,43.68328,South,"['7', '307']","['South', 'South']",204
080,-79.41722,6130,Bathurst St At Alcina Ave,43.6801699,South,"['7', '307']","['South', 'South']",080
7518,-79.4160099,6526,Bathurst St At Davenport Rd,43.6770199,South,"['7', '307']","['South', 'South']",7518
154,-79.4153499,8157,1138 Bathurst St,43.6753699,South,"['7', '307']","['South', 'South']",154
129,-79.4145,7258,Bathurst St At Dupont St,43.67324,South,"['7', '307']","['South', 'South']",129
181,-79.41337,5912,Bathurst St At Olive Ave,43.67038,South,"['7', '307']","['South', 'South']",181
093,-79.4125099,9729,Bathurst St At Barton Ave,43.6681899,South,['7'],['South'],093
1108,-79.3549,8991,Gerrard St East At St Matthews Rd,43.6649699,"North, East, West","['8', '62', '306', '506']","['North', 'East', 'West', 'West']",1108
1759,-79.35331,4891,Broadview Ave At Langley Ave-Hennick Bridgepoint Hospital,43.66766,"North, East","['8', '62', '301', '305', '504D', '505']","['North', 'East', 'East', 'East', 'East', 'East']",1759
1766,-79.35303,10098,Broadview Ave At Withrow Ave,43.6696399,"North, East","['8', '62', '301', '305', '504D', '505']","['North', 'East', 'East', 'East', 'East', 'East']",1766
1761,-79.35473,3720,Broadview Ave At Millbrook Cres,43.6719,"North, East","['8', '62', '301', '305', '504D', '505']","['North', 'East', 'East', 'East', 'East', 'East']",1761
1768,-79.3569,9752,Broadview Ave At Wolfrey Ave,43.67419,"North, East","['8', '62', '301', '305', '504D', '505']","['North', 'East', 'East', 'East', 'East', 'East']",1768
11925,-79.35861,411,Broadview Ave At Erindale Ave,43.6773699,"North, East","['8', '62', '322']","['North', 'East', 'East']",11925
3369,-79.35811,6070,849 Broadview Ave,43.6792099,"North, East","['8', '25A', '62', '87A', '100A', '322']","['North', 'North', 'East', 'East', 'North', 'East']",3369
655,-79.35766,9364,Broadview Ave At Browning Ave,43.68088,"North, East","['8', '25A', '62', '87A', '100A', '322']","['North', 'North', 'East', 'East', 'North', 'East']",655
657,-79.35674,2329,Broadview Ave At Mortimer Ave North Side,43.6843499,"North, East","['8', '25A', '87A', '100A', '322']","['North', 'North', 'East', 'North', 'East']",657
650,-79.35578,5662,Broadview Ave At Bater Ave,43.68696,"North, East","['8', '25A', '87A', '100A', '322']","['North', 'North', 'East', 'North', 'East']",650
652,-79.3550499,5486,Broadview Ave At Cosburn Ave North Side,43.68877,North,"['8', '25A', '100A', '925']","['North', 'North', 'North', 'North']",652
16620,-79.35531,24892,Broadview Ave At Don Valley Dr North Side,43.69079,North,"['8', '25A', '100A']","['North', 'North', 'North']",16620
16622,-79.35285,24894,O'Connor Dr At Beechwood Dr East Side,43.6926999,North,"['8', '25A', '100A']","['North', 'North', 'North']",16622
1419,-79.35044,599,O'Connor Dr At Pape Ave,43.6931199,North,['8'],['North'],1419
1408,-79.34731,10324,O'Connor Dr At Chilton Rd,43.6937299,North,['8'],['North'],1408
1424,-79.34528,3642,O'Connor Dr At Wolverton Ave,43.6941299,North,['8'],['North'],1424
1414,-79.3432699,4709,O'Connor Dr At Donlands Ave,43.69452,North,['8'],['North'],1414
1422,-79.34042,4199,O'Connor Dr At St Hubert Ave,43.6953,North,['8'],['North'],1422
1418,-79.3383499,5125,O'Connor Dr At Northbrook Rd,43.69574,North,['8'],['North'],1418
1410,-79.3350099,1414,O'Connor Dr At Derwyn Rd,43.69647,North,['8'],['North'],1410
1417,-79.33229,6768,O'Connor Dr At Milton Rd,43.6970499,North,['8'],['North'],1417
1409,-79.3297,6192,O'Connor Dr At Coxwell Ave,43.6976099,North,['8'],['North'],1409
5931,-79.32755,9730,O'Connor Dr At Hutton Ave,43.6980599,"North, East","['8', '70']","['North', 'East']",5931
5921,-79.32516,4088,O'Connor Dr At Binswood Ave East Side,43.69857,"North, East","['8', '70']","['North', 'East']",5921
5928,-79.32317,2917,O'Connor Dr At Glebemount Ave East Side,43.69902,"North, East","['8', '70']","['North', 'East']",5928
5944,-79.3215499,7908,O'Connor Dr At Woodmount Ave,43.69937,"North, East","['8', '70']","['North', 'East']",5944
5942,-79.3196,1663,O'Connor Dr At Woodbine Ave,43.69977,"North, East","['8', '70']","['North', 'East']",5942
5930,-79.31598,6836,O'Connor Dr At Glenwood Cres,43.7023499,"North, East","['8', '70', '91C', '91D', '91C', '93']","['North', 'East', 'North', 'North', 'North', 'North']",5930
10715,-79.31213,8397,St Clair Ave East At O'Connor Dr East Side,43.7054599,North,['8'],['North'],10715
6128,-79.31061,7959,St Clair Ave East At St Columba Pl,43.70576,North,['8'],['North'],6128
6125,-79.30721,1900,St Clair Ave East At Rexleigh Dr,43.7065199,North,['8'],['North'],6125
3118,-79.30595,7512,St Clair Ave East At Glen Eden Cres,43.7068499,"North, South","['8', '23']","['North', 'South']",3118
3120,-79.3027699,9711,St Clair Ave East At Plaxton Dr,43.70754,"North, South","['8', '23']","['North', 'South']",3120
3121,-79.30087,5884,St Clair Ave East At Squires Ave,43.7079599,"North, South","['8', '23']","['North', 'South']",3121
3119,-79.2984399,6867,St Clair Ave East At Glenburn Ave,43.70851,"North, South","['8', '23']","['North', 'South']",3119
6130,-79.29556,5863,St Clair Ave East At Victoria Park Ave East Side,43.7087099,North,['8'],['North'],6130
6132,-79.2926299,3023,St Clair Ave East At Westbourne Ave East Side,43.70934,North,['8'],['North'],6132
6123,-79.29047,8369,St Clair Ave East At Pharmacy Ave East Side,43.70982,North,['8'],['North'],6123
6124,-79.2885999,10263,St Clair Ave East At Presley Ave,43.71026,North,['8'],['North'],6124
6108,-79.28554,9358,St Clair Ave East At Herron Ave East Side,43.7109599,North,['8'],['North'],6108
15820,-79.2817299,24212,St Clair Ave East At Warden Ave,43.71177,North,['8'],['North'],15820
16638,-79.27951,25022,Warden Station,43.7101599,"South, North","['8', '17A']","['South', 'North']",16638
14055,-79.28156,2838,St Clair Ave East At Warden Ave West Side,43.7120699,South,['8'],['South'],14055
6109,-79.28507,7678,St Clair Ave East At Herron Ave,43.7112899,South,['8'],['South'],6109
6136,-79.28848,3616,St Clair Ave East At Presley Ave,43.7105199,South,['8'],['South'],6136
6135,-79.2914,2361,St Clair Ave East At Pharmacy Ave West Side,43.7098899,South,['8'],['South'],6135
6134,-79.2938399,1267,St Clair Ave East At Maybourne Ave,43.70932,South,['8'],['South'],6134
6131,-79.29638,7499,St Clair Ave East At Victoria Park Ave West Side,43.7089499,South,['8'],['South'],6131
6107,-79.29821,4451,St Clair Ave East At Glenburn Ave,43.7087599,South,['8'],['South'],6107
15279,-79.30259,15121,St Clair Ave East At Plaxton Dr,43.7077699,South,['8'],['South'],15279
6127,-79.3057999,7810,St Clair Ave East At Selwyn Ave,43.70709,South,['8'],['South'],6127
6110,-79.30791,2425,St Clair Ave East At Hodder St,43.7066199,South,['8'],['South'],6110
6133,-79.3100699,7764,St Clair Ave East At Westview Blvd,43.70613,South,['8'],['South'],6133
6122,-79.3117,4281,St Clair Ave East At O'Connor Dr,43.7057699,South,['8'],['South'],6122
5933,-79.31359,7620,O'Connor Dr At Sandra Rd,43.7046599,"South, West","['8', '70', '91D', '91', '91', '91']","['South', 'West', 'South', 'South', 'South', 'South']",5933
5929,-79.31631,2581,O'Connor Dr At Glenwood Cres West Side,43.7023199,"South, West","['8', '70', '91D', '91', '91', '91', '93']","['South', 'West', 'South', 'South', 'South', 'South', 'South']",5929
5943,-79.3195699,7219,O'Connor Dr At Woodbine Ave West Side,43.6999699,"South, West","['8', '70']","['South', 'West']",5943
5945,-79.3215999,5789,O'Connor Dr At Woodvale Cres,43.6995199,"South, West","['8', '70']","['South', 'West']",5945
5938,-79.32337,2018,O'Connor Dr At Taylor Dr,43.6991199,"South, West","['8', '70']","['South', 'West']",5938
5922,-79.3256899,2819,O'Connor Dr At Binswood Ave West Side,43.6986299,"South, West","['8', '70']","['South', 'West']",5922
5932,-79.3275799,756,O'Connor Dr At Ralston Ave West Side,43.6982299,"South, West","['8', '70']","['South', 'West']",5932
16356,-79.3293599,24606,O'Connor Dr At Coxwell Ave,43.69786,South,['8'],['South'],16356
1416,-79.33238,5518,O'Connor Dr At Milton Rd West Side,43.6972199,South,['8'],['South'],1416
1411,-79.33472,8455,O'Connor Dr At Derwyn Rd,43.6966899,South,['8'],['South'],1411
1406,-79.3373799,6809,O'Connor Dr At Athlone Rd West Side,43.6961199,South,['8'],['South'],1406
1412,-79.34008,966,O'Connor Dr At Don Mills Rd West Side,43.6955499,South,['8'],['South'],1412
1413,-79.34354,5167,O'Connor Dr At Donlands Ave West Side,43.6946099,South,['8'],['South'],1413
1423,-79.3460199,3715,O'Connor Dr At Warland Ave,43.69412,South,['8'],['South'],1423
1421,-79.34815,1778,O'Connor Dr At Rivercourt Blvd,43.6936999,South,['8'],['South'],1421
1420,-79.35014,1650,O'Connor Dr At Pape Ave,43.6933399,South,['8'],['South'],1420
16623,-79.35201,24895,O'Connor Dr At Hopedale Ave,43.6929499,South,"['8', '25B', '25A', '25A', '100A']","['South', 'South', 'South', 'South', 'South']",16623
16621,-79.35537,24893,Broadview Ave At Don Valley Dr,43.69063,South,"['8', '25B', '25A', '25A', '100A']","['South', 'South', 'South', 'South', 'South']",16621
653,-79.3554799,5583,Broadview Ave At Cosburn Ave South Side,43.68818,"South, West","['8', '25B', '25A', '25A', '87A', '100A', '322', '925', '925']","['South', 'South', 'South', 'South', 'West', 'South', 'West', 'South', 'South']",653
656,-79.35619,10380,Broadview Ave At Hillside Dr,43.6864799,"South, West","['8', '25B', '25A', '25A', '87A', '100A', '322']","['South', 'South', 'South', 'South', 'West', 'South', 'West']",656
659,-79.3571399,7151,Broadview Ave At Pottery Rd South Side,43.68355,"South, West","['8', '25B', '25A', '25A', '62', '87A', '100A', '322']","['South', 'South', 'South', 'South', 'West', 'West', 'South', 'West']",659
651,-79.3577199,5650,Broadview Ave At Chester Hill Rd,43.6814,"South, West","['8', '25B', '25A', '25A', '62', '87A', '100A', '322']","['South', 'South', 'South', 'South', 'West', 'West', 'South', 'West']",651
649,-79.35815,6540,876 Broadview Ave,43.6797499,"South, West","['8', '25B', '25A', '25A', '62', '87A', '100A', '322']","['South', 'South', 'South', 'South', 'West', 'West', 'South', 'West']",649
660,-79.3584799,5251,Broadview Ave At Pretoria Ave,43.67852,"South, West","['8', '25B', '25A', '25A', '62', '87A', '100A', '322']","['South', 'South', 'South', 'South', 'West', 'West', 'South', 'West']",660
3371,-79.35904,2800,Broadview Ave At Danforth Ave,43.6763399,"South, West","['8', '62', '301', '305', '504D', '505']","['South', 'West', 'West', 'West', 'West', 'West']",3371
1769,-79.3573399,3442,Broadview Ave At Wolfrey Ave,43.6744599,"South, West","['8', '62', '301', '305', '504D', '505']","['South', 'West', 'West', 'West', 'West', 'West']",1769
1762,-79.35516,8499,Broadview Ave At Millbrook Cres,43.67214,"South, West","['8', '62', '301', '305', '504D', '505']","['South', 'West', 'West', 'West', 'West', 'West']",1762
1767,-79.35343,7801,Broadview Ave At Withrow Ave,43.66986,"South, West","['8', '62', '301', '305', '504D', '505']","['South', 'West', 'West', 'West', 'West', 'West']",1767
1760,-79.3533199,4197,Broadview Ave At Langley Ave-Hennick Bridgepoint Hospital,43.66808,"South, West","['8', '62', '301', '305', '504D', '505']","['South', 'West', 'West', 'West', 'West', 'West']",1760
1763,-79.3531299,7809,Broadview Ave At Jack Layton Way,43.6664799,"South, West","['8', '62', '301', '305', '504D', '505']","['South', 'West', 'West', 'West', 'West', 'West']",1763
1758,-79.35279,10353,Broadview Ave At Gerrard St East,43.66566,"South, West","['8', '62', '301', '305', '504D', '505']","['South', 'West', 'West', 'West', 'West', 'West']",1758
16640,-79.28018,25008,Warden Station,43.7104599,North,"['9', '16']","['North', 'North']",16640
4629,-79.2767,7405,St Clair Ave East At Santamonica Blvd,43.7129099,"North, South","['9', '16', '17A', '102D', '102C', '117']","['North', 'North', 'North', 'North', 'North', 'South']",4629
1559,-79.27312,811,St Clair Ave East At Elfreda Blvd,43.71366,"North, South","['9', '16', '102D', '102C', '117']","['North', 'North', 'North', 'North', 'South']",1559
6103,-79.27053,5932,St Clair Ave East At Birchmount Rd East Side,43.7141799,North,"['9', '16', '102D', '102C', '902']","['North', 'North', 'North', 'North', 'North']",6103
4628,-79.2668299,8840,St Clair Ave East At North Woodrow Blvd,43.71511,North,"['9', '16', '102D', '102C']","['North', 'North', 'North', 'North']",4628
1556,-79.2637899,3899,St Clair Ave East At Cotton Ave,43.71585,North,"['9', '16', '102D', '102C']","['North', 'North', 'North', 'North']",1556
1562,-79.26156,812,St Clair Ave East At Kennedy Rd,43.7163599,North,"['9', '102D', '102C']","['North', 'North', 'North']",1562
4623,-79.2602599,810,St Clair Ave East At Danforth Rd,43.71665,North,"['9', '102D', '102C', '902']","['North', 'North', 'North', 'North']",4623
1566,-79.2561099,5544,St Clair Ave East At Linden Ave - Scarborough Go Station,43.71739,North,"['9', '102D', '102C']","['North', 'North', 'North']",1566
1569,-79.25159,5309,St Clair Ave East At Midland Ave,43.7185399,North,"['9', '102D', '102C', '902']","['North', 'North', 'North', 'North']",1569
1561,-79.2476699,2597,St Clair Ave East At Gidley Rd,43.71942,North,"['9', '102D', '102C']","['North', 'North', 'North']",1561
1552,-79.24471,7811,St Clair Ave East At Andrew Ave,43.7200799,North,"['9', '102D', '102C']","['North', 'North', 'North']",1552
4622,-79.2416,5869,St Clair Ave East At Brimley Rd,43.7207499,North,"['9', '102D', '102C', '902']","['North', 'North', 'North', 'North']",4622
4624,-79.23927,6712,St Clair Ave East At Fermoy Rd,43.7212399,"North, South","['9', '69', '102D', '102C']","['North', 'South', 'North', 'North']",4624
4626,-79.23683,5975,St Clair Ave East At Kingston Rd,43.7217399,"North, South","['9', '69', '102D', '102C', '902']","['North', 'South', 'North', 'North', 'North']",4626
4247,-79.23423,6498,Kingston Rd At Neilson Ave,43.7233699,"North, East","['9', '12D', '86C', '102D', '102C']","['North', 'East', 'East', 'North', 'North']",4247
1303,-79.23255,4688,McCowan Rd At Kingston Rd North Side,43.72568,North,['9'],['North'],1303
1297,-79.23366,9470,McCowan Rd At Horfield Ave,43.72837,North,['9'],['North'],1297
1291,-79.23461,6026,McCowan Rd At Cree Ave,43.73064,North,['9'],['North'],1291
1305,-79.23549,7265,McCowan Rd At Martindale Rd,43.73275,North,['9'],['North'],1305
12093,-79.2363,6565,McCowan Rd At Bridlegrove Dr North Side,43.73466,North,['9'],['North'],12093
1294,-79.23802,9823,McCowan Rd At Eglinton Ave East,43.7385799,North,['9'],['North'],1294
1039,-79.23545,4960,Eglinton Ave East At Torrance Rd,43.7393599,"North, East","['9', '86A', '86D', '116', '334', '386']","['North', 'East', 'East', 'East', 'East', 'East']",1039
352,-79.23207,1245,Bellamy Rd North At Eglinton Ave East North Side - Eglinton Go Station,43.7407499,North,['9'],['North'],352
16573,-79.23006,24851,138 Bellamy Rd North,43.7421099,North,['9'],['North'],16573
365,-79.2308799,9161,Bellamy Rd North At Nelson St,43.7464699,North,['9'],['North'],365
356,-79.23219,2936,Bellamy Rd North At Farmbrook Rd,43.7495699,North,['9'],['North'],356
341,-79.23323,7486,Bellamy Rd North At Banmoor Blvd North Side,43.75196,North,['9'],['North'],341
347,-79.2340399,7356,Bellamy Rd North At Burnview Cres,43.7538699,North,['9'],['North'],347
351,-79.2346899,2482,Bellamy Rd North At Eastpark Blvd,43.7553899,North,['9'],['North'],351
361,-79.23507,1121,Bellamy Rd North At Lawrence Ave East,43.7575799,North,['9'],['North'],361
369,-79.23627,1596,Bellamy Rd North At Painted Post Dr,43.7605899,North,['9'],['North'],369
370,-79.2372699,2437,Bellamy Rd North At Pandora Cir,43.7631099,North,['9'],['North'],370
345,-79.23894,8167,Bellamy Rd North At Brimorton Dr,43.76724,North,['9'],['North'],345
366,-79.2399699,4956,Bellamy Rd North At Northleigh Dr North Side,43.7697999,North,['9'],['North'],366
